Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
36655084,My Solo Exchange Diary Vol. 1,Kabi Nagata,"Nagata, Kabi",Jocelyne Allen,"=""1626928894""","=""9781626928893""",0,4.18,Seven Seas,Paperback,168,2018,2016,,2023/01/06,to-read,to-read (#399),to-read,,,,0,0
61052577,"I miei giorni alla libreria Morisaki (Libreria Morisaki, #1)",Satoshi Yagisawa,"Yagisawa, Satoshi",Gala Maria Follaco,"=""8807034948""","=""9788807034947""",0,3.64,Feltrinelli,Paperback,160,2022,2010,,2023/01/06,to-read,to-read (#398),to-read,,,,0,0
61263702,Il rosmarino non capisce l'inverno,Matteo Bussola,"Bussola, Matteo",,"=""8806254480""","=""9788806254483""",0,3.77,Einaudi,Paperback,160,2022,2022,,2023/01/06,to-read,to-read (#397),to-read,,,,0,0
61929542,Finché non aprirai quel libro,Michiko Aoyama,"Aoyama, Michiko",Daniela Guarino,"=""8811003091""","=""9788811003090""",0,4.03,Garzanti,Paperback,240,2022,2020,,2023/01/06,to-read,to-read (#396),to-read,,,,0,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",0,4.39,Atria Books,Hardcover,389,2017,2017,,2023/01/06,to-read,to-read (#395),to-read,,,,0,0
60407687,"Young Bloomsbury: The Generation That Redefined Love, Freedom, and Self-Expression in 1920s England",Nino Strachey,"Strachey, Nino",,"=""198216476X""","=""9781982164768""",0,3.63,Atria Books,Hardcover,304,2022,2022,,2023/01/06,to-read,to-read (#394),to-read,,,,0,0
36482829,Aquicorn Cove,K. O'Neill,"O'Neill, K.",,"=""1620105292""","=""9781620105290""",0,4.17,Oni Press,Hardcover,96,2018,2018,,2023/01/06,to-read,to-read (#393),to-read,,,,0,0
43319686,"The Midwinter Witch (The Witch Boy, #3)",Lee Knox Ostertag,"Ostertag, Lee Knox",,"=""1338540556""","=""9781338540550""",0,4.26,Graphix,Paperback,203,2019,2019,,2023/01/06,to-read,to-read (#392),to-read,,,,0,0
36637409,"The Hidden Witch (The Witch Boy, #2)",Lee Knox Ostertag,"Ostertag, Lee Knox",,"=""1338290703""","=""9781338290707""",0,4.28,Scholastic Inc.,Kindle Edition,224,2018,2018,,2023/01/06,to-read,to-read (#391),to-read,,,,0,0
42593850,Séance Tea Party,Reimena Yee,"Yee, Reimena",,"=""""","=""""",0,4.23,Random House Graphic,Unknown Binding,272,2020,2020,,2023/01/06,to-read,to-read (#390),to-read,,,,0,0
31193426,"The Witch Boy (The Witch Boy, #1)",Lee Knox Ostertag,"Ostertag, Lee Knox",,"=""""","=""""",0,4.20,"Scholastic, Inc.",Unknown Binding,224,2017,2017,,2023/01/06,to-read,to-read (#389),to-read,,,,0,0
59811239,"Garlic and the Witch (Garlic, #2)",Bree Paulsen,"Paulsen, Bree",,"=""006299512X""","=""9780062995124""",0,4.34,Quill Tree Books,Hardcover,160,2022,2022,,2023/01/06,to-read,to-read (#388),to-read,,,,0,0
56470362,"Garlic and the Vampire (Garlic, #1)",Bree Paulsen,"Paulsen, Bree",,"=""006299509X""","=""9780062995094""",0,4.29,Quill Tree Books,Hardcover,160,2021,2021,,2023/01/06,to-read,to-read (#387),to-read,,,,0,0
60321485,Kiss Her Once for Me,Alison Cochrun,"Cochrun, Alison",,"=""1982191139""","=""9781982191139""",0,3.83,Atria Books,Paperback,368,2022,2022,,2023/01/06,to-read,to-read (#386),to-read,,,,0,0
60560037,Scattered Showers: Stories,Rainbow Rowell,"Rowell, Rainbow",,"=""1250855411""","=""9781250855411""",0,3.93,Wednesday Books,Hardcover,288,2022,2022,,2023/01/06,to-read,to-read (#385),to-read,,,,0,0
58484187,We Deserve Monuments,Jas Hammonds,"Hammonds, Jas",,"=""1250816556""","=""9781250816559""",0,4.27,Roaring Brook Press,Hardcover,384,2022,2022,,2023/01/06,to-read,to-read (#384),to-read,,,,0,0
56921877,A Million to One: An LGBTQIA+ Historical Heist and Romance Aboard the Titanic,Adiba Jaigirdar,"Jaigirdar, Adiba",,"=""0062916378""","=""9780062916372""",0,3.41,HarperCollins,Kindle Edition,367,2022,2022,,2023/01/06,to-read,to-read (#383),to-read,,,,0,0
51323376,"The Tea Dragon Tapestry (Tea Dragon, #3)",K. O'Neill,"O'Neill, K.",,"=""1620107740""","=""9781620107744""",0,4.49,Oni Press,Hardcover,135,2021,2021,,2023/01/06,to-read,to-read (#382),to-read,,,,0,0
42369064,"The Tea Dragon Festival (Tea Dragon, #2)",K. O'Neill,"O'Neill, K.",,"=""1620106558""","=""9781620106556""",0,4.39,Oni Press,Hardcover,135,2019,2019,,2023/01/06,to-read,to-read (#381),to-read,,,,0,0
20886492,Her Name in the Sky,Kelly Quindlen,"Quindlen, Kelly",,"=""1495335291""","=""9781495335297""",0,4.26,CreateSpace Independent Publishing Platform,Paperback,402,2014,2014,,2023/01/06,to-read,to-read (#380),to-read,,,,0,0
44581495,Late to the Party,Kelly Quindlen,"Quindlen, Kelly",,"=""1250209137""","=""9781250209139""",0,4.00,Roaring Brook Press,Hardcover,304,2020,2020,,2023/01/06,to-read,to-read (#379),to-read,,,,0,0
55851119,The Lucky List,Rachael Lippincott,"Lippincott, Rachael",,"=""1534468536""","=""9781534468535""",0,4.04,Simon & Schuster Books for Young Readers,Hardcover,304,2021,2021,,2023/01/06,to-read,to-read (#378),to-read,,,,0,0
51591630,Valiant Ladies,Melissa Grey,"Grey, Melissa",,"=""1250622204""","=""9781250622204""",0,3.86,Feiwel & Friends,Hardcover,371,2022,2022,,2023/01/06,to-read,to-read (#377),to-read,,,,0,0
41734205,"Her Royal Highness (Royals, #2)",Rachel Hawkins,"Hawkins, Rachel",,"=""1524738263""","=""9781524738266""",0,3.73,G.P. Putnam's Sons Books for Young Readers,Hardcover,274,2019,2019,,2023/01/06,to-read,to-read (#376),to-read,,,,0,0
55100346,Not My Problem,Ciara Smyth,"Smyth, Ciara",,"=""0062957147""","=""9780062957146""",0,4.10,HarperCollins,Hardcover,368,2021,2021,,2023/01/06,to-read,to-read (#375),to-read,,,,0,0
58724914,Home Field Advantage,Dahlia Adler,"Adler, Dahlia",,"=""1250765846""","=""9781250765840""",0,3.82,Wednesday Books,Hardcover,304,2022,2022,,2023/01/06,to-read,to-read (#374),to-read,,,,0,0
53457146,The Coldest Touch,Isabel Sterling,"Sterling, Isabel",,"=""059335043X""","=""9780593350430""",0,3.64,Razorbill,Hardcover,384,2021,2021,,2023/01/06,to-read,to-read (#373),to-read,,,,0,0
53141419,The Dead and the Dark,Courtney Gould,"Gould, Courtney",,"=""1250762014""","=""9781250762016""",0,3.92,Wednesday Books,Hardcover,368,2021,2021,,2023/01/06,to-read,to-read (#372),to-read,,,,0,0
55812253,My Dearest Darkest,Kayla Cottingham,"Cottingham, Kayla",,"=""172823641X""","=""9781728236414""",0,3.72,Sourcebooks Fire,Paperback,352,2022,2022,,2023/01/06,to-read,to-read (#371),to-read,,,,0,0
54732645,"The Wicked Remain (The Grimrose Girls, #2)",Laura Pohl,"Pohl, Laura",,"=""""","=""""",0,3.75,Sourcebooks Fire,Paperback,480,2022,2022,,2023/01/06,to-read,to-read (#370),to-read,,,,0,0
50638223,"The Grimrose Girls (Grimrose Girls, #1)",Laura Pohl,"Pohl, Laura",,"=""1728228875""","=""9781728228877""",0,3.53,Sourcebooks Fire,Paperback,400,2021,2021,,2023/01/06,to-read,to-read (#369),to-read,,,,0,0
50979372,The Good Girls,Claire Eliza Bartlett,"Bartlett, Claire Eliza",,"=""0062943103""","=""9780062943101""",0,3.71,HarperTeen,Hardcover,368,2020,2020,,2023/01/06,to-read,to-read (#368),to-read,,,,0,0
50999821,A Lesson in Vengeance,Victoria  Lee,"Lee, Victoria",,"=""0593305825""","=""9780593305829""",0,3.52,Delacorte Press,Hardcover,369,2021,2021,,2023/01/06,to-read,to-read (#367),to-read,,,,0,0
49471138,The Girls I've Been,Tess Sharpe,"Sharpe, Tess",,"=""0593111095""","=""9780593111093""",0,4.03,G.P. Putnam's Sons Books for Young Readers,Hardcover,356,2021,2021,,2023/01/06,to-read,to-read (#366),to-read,,,,0,0
50986306,The Drowning Summer,C.L. Herman,"Herman, C.L.",,"=""0759557802""","=""9780759557802""",0,3.56,"Little, Brown Books for Young Readers",Kindle Edition,384,2022,2022,,2023/01/06,to-read,to-read (#365),to-read,,,,0,0
50748473,Cool for the Summer,Dahlia Adler,"Adler, Dahlia",,"=""125076582X""","=""9781250765826""",0,3.75,Wednesday Books,Hardcover,272,2021,2021,,2023/01/06,to-read,to-read (#364),to-read,,,,0,0
58253609,Melt With You,Jennifer Dugan,"Dugan, Jennifer",,"=""0593112563""","=""9780593112564""",0,3.47,G.P. Putnam’s Sons Books for Young Readers,Hardcover,320,2022,2022,,2023/01/06,to-read,to-read (#363),to-read,,,,0,0
59325385,Change Of Heart,Clare Lydon,"Lydon, Clare",,"=""""","=""""",0,3.75,Custard Books,ebook,,2021,2021,,2023/01/06,to-read,to-read (#362),to-read,,,,0,0
56978109,Ophelia After All,Racquel Marie,"Marie, Racquel",,"=""1250797306""","=""9781250797308""",0,4.02,Feiwel & Friends,Hardcover,341,2022,2022,,2023/01/06,to-read,to-read (#361),to-read,,,,0,0
53066661,The Falling in Love Montage,Ciara Smyth,"Smyth, Ciara",,"=""0062957112""","=""9780062957115""",0,3.79,HarperTeen,Hardcover,368,2020,2020,,2023/01/06,to-read,to-read (#360),to-read,,,,0,0
58756420,I Kissed Shara Wheeler,Casey McQuiston,"McQuiston, Casey",,"=""1250244455""","=""9781250244451""",0,3.85,St. Martin's Press,Hardcover,356,2022,2022,,2023/01/06,to-read,to-read (#359),to-read,,,,0,0
52516406,She Drives Me Crazy,Kelly Quindlen,"Quindlen, Kelly",,"=""1250209161""","=""9781250209160""",0,3.93,Roaring Brook Press,ebook,288,2021,2021,,2023/01/06,to-read,to-read (#358),to-read,,,,0,0
53186639,Sigue mi voz,Ariana Godoy,"Godoy, Ariana",,"=""""","=""""",0,4.26,,Unknown Binding,,,2022,,2023/01/06,to-read,to-read (#357),to-read,,,,0,0
63376856,El club de la medianoche,Christopher Pike,"Pike, Christopher",,"=""6075576428""","=""9786075576428""",0,3.34,Océano Gran Travesía,Kindle Edition,205,2022,,,2023/01/06,to-read,to-read (#356),to-read,,,,0,0
29504631,Un vestido a mi medida,Raquel G. Estruch,"Estruch, Raquel G.",,"=""""","=""""",0,3.42,Ediciones Versátil,Kindle Edition,276,2016,,,2023/01/06,to-read,to-read (#355),to-read,,,,0,0
6055161,"Dragonbreath (Dragonbreath, #1)",Ursula Vernon,"Vernon, Ursula",,"=""0803733631""","=""9780803733633""",0,3.98,Dial Books,Hardcover,160,2009,2009,,2023/01/05,to-read,to-read (#354),to-read,,,,0,0
11804713,La niña lunática y otros cuentos,Esther Tusquets,"Tusquets, Esther",,"=""8426423043""","=""9788426423047""",0,3.25,Lumen Editorial,Paperback,128,2000,2000,,2023/01/05,to-read,to-read (#353),to-read,,,,0,0
2525722,La reina de los gatos,Esther Tusquets,"Tusquets, Esther",,"=""8426430546""","=""9788426430540""",0,4.00,Lumen Espana,Paperback,0,1996,1996,,2023/01/05,to-read,to-read (#352),to-read,,,,0,0
2796044,Correspondencia privada,Esther Tusquets,"Tusquets, Esther",,"=""8433967991""","=""9788433967992""",0,3.37,Editorial Anagrama,Mass Market Paperback,192,2006,2001,,2023/01/05,to-read,to-read (#351),to-read,,,,0,0
1782695,Con la miel en los labios,Esther Tusquets,"Tusquets, Esther",,"=""8433910655""","=""9788433910653""",0,3.67,Editorial Anagrama,Hardcover,208,1997,1997,,2023/01/05,to-read,to-read (#350),to-read,,,,0,0
15782942,Confesiones de una editora poco mentirosa,Esther Tusquets,"Tusquets, Esther",,"=""8498726255""","=""9788498726251""",0,3.37,B de Bolsillo,Paperback,272,2012,2005,,2023/01/05,to-read,to-read (#349),to-read,,,,0,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.66,Tor Books,Hardcover,1007,2010,2010,,2023/01/04,to-read,to-read (#348),to-read,,,,0,0
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765350378""","=""9780765350374""",0,4.17,Tor Fantasy,Mass Market Paperback,638,2006,2005,,2023/01/04,to-read,to-read (#347),to-read,,,,0,0
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765378558""","=""9780765378552""",0,4.26,Tor Books,Hardcover,376,2015,2015,,2023/01/04,to-read,to-read (#346),to-read,,,,0,0
55620930,A sangue freddo,Truman Capote,"Capote, Truman",Alberto Rollo,"=""8811608775""","=""9788811608776""",0,4.09,Garzanti,Paperback,408,2019,1966,,2023/01/03,to-read,to-read (#345),to-read,,,,0,0
25622850,Carol,Claire  Morgan,"Morgan, Claire",Patricia Highsmith,"=""0393352684""","=""9780393352689""",5,4.02,W. W. Norton & Company,Paperback,304,2015,1952,2023/01/03,2020/01/24,,,read,,,,1,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",0,4.44,Simon & Schuster,ebook,320,2022,2022,,2023/01/02,to-read,to-read (#344),to-read,,,,0,0
13578175,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,"=""1616960922""","=""9781616960926""",0,4.37,Tachyon Publications,Paperback,175,2012,2012,,2023/01/01,to-read,to-read (#343),to-read,,,,0,0
20820994,I'll Give You the Sun,Jandy Nelson,"Nelson, Jandy",,"=""0803734964""","=""9780803734968""",0,4.15,Dial Books,Hardcover,371,2014,2014,,2023/01/01,to-read,to-read (#342),to-read,,,,0,0
49291330,I Think I Love You (Underlined Paperbacks),Auriane Desombre,"Desombre, Auriane",,"=""0593179765""","=""9780593179765""",0,3.40,Underlined,Paperback,320,2021,2021,,2023/01/01,to-read,to-read (#341),to-read,,,,0,0
57693262,Cleopatra and Frankenstein,Coco Mellors,"Mellors, Coco",,"=""1635576814""","=""9781635576818""",0,3.69,Bloomsbury Publishing,Paperback,368,2022,2022,,2023/01/01,to-read,to-read (#340),to-read,,,,0,0
56692357,Some Girls Do,Jennifer Dugan,"Dugan, Jennifer",,"=""""","=""""",0,3.69, G.P. Putnam's Sons Books for Young Readers ,Kindle Edition,336,2021,2021,,2023/01/01,to-read,to-read (#339),to-read,,,,0,0
52108,"Gender Outlaw: On Men, Women and the Rest of Us",Kate Bornstein,"Bornstein, Kate",,"=""0679757015""","=""9780679757016""",0,4.03,Vintage,Paperback,272,1995,1994,,2023/01/01,to-read,to-read (#338),to-read,,,,0,0
56139267,Just Your Local Bisexual Disaster,Andrea Mosqueda,"Mosqueda, Andrea",,"=""""","=""""",0,3.75,Feiwel & Friends,Hardcover,352,2022,2022,,2023/01/01,to-read,to-read (#337),to-read,,,,0,0
67238,Dead Poets Society,N.H. Kleinbaum,"Kleinbaum, N.H.",Tom Schulman,"=""0553282980""","=""9780553282986""",0,4.17,Starfire,Paperback,166,1989,1988,,2023/01/01,to-read,to-read (#336),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.15,Vintage Books,Paperback,559,2004,1992,,2023/01/01,to-read,to-read (#335),to-read,,,,0,0
32187419,Conversations with Friends,Sally Rooney,"Rooney, Sally",,"=""0451499077""","=""9780451499073""",0,3.73,Hogarth,Kindle Edition,304,2017,2017,,2023/01/01,to-read,to-read (#334),to-read,,,,0,0
59251234,Frizzy,Claribel A. Ortega,"Ortega, Claribel A.",Rose Bousamra,"=""1250259630""","=""9781250259639""",0,4.43,First Second,Paperback,224,2022,2022,,2022/12/31,to-read,to-read (#333),to-read,,,,0,0
58719161,Valentina Salazar Is Not a Monster Hunter,Zoraida Córdova,"Córdova, Zoraida",,"=""1338712713""","=""9781338712711""",0,4.08,Scholastic Press,Hardcover,368,2022,2022,,2022/12/31,to-read,to-read (#332),to-read,,,,0,0
57347345,I Am Quiet: A Story for the Introvert in All of Us,Andie Powers,"Powers, Andie",Betsy Petersen,"=""1611809843""","=""9781611809848""",0,4.16,Bala Kids,Hardcover,32,2022,2022,,2022/12/31,to-read,to-read (#331),to-read,,,,0,0
251688,Breakfast at Tiffany’s and Three Stories,Truman Capote,"Capote, Truman",,"=""""","=""""",4,3.85,Vintage Books,Paperback,142,1993,1958,2022/12/30,2020/09/29,,,read,Ho schivato razzismo e macismo pero posso dire di averlo letto e riconosciuto.,,,1,0
60657589,"Emily Wilde's Encyclopaedia of Faeries (Emily Wilde, #1)",Heather Fawcett,"Fawcett, Heather",,"=""059350013X""","=""9780593500132""",0,3.96,Del Rey,Hardcover,317,2023,2023,,2022/12/25,to-read,to-read (#330),to-read,,,,0,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",0,4.28,Doubleday,Hardcover,720,2015,2015,,2021/08/20,no-puedo,no-puedo (#12),no-puedo,,,,0,0
9732900,La campana di vetro,Sylvia Plath,"Plath, Sylvia","Claudio Gorlier, Daria Menicanti","=""8804479388""","=""9788804479383""",0,4.05,Mondadori,Paperback,238,2000,1963,,2022/11/26,to-read,to-read (#329),to-read,,,,0,0
38357895,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""""","=""""",0,3.67,Portobello Books,Paperback,163,2018,2016,,2022/12/13,to-read,to-read (#328),to-read,,,,0,0
39786057,El patriarcado del salario: Críticas feministas al marxismo,Silvia Federici,"Federici, Silvia",,"=""8494806831""","=""9788494806834""",0,4.21,Traficantes de Sueños,Paperback,122,2018,2020,,2022/12/02,to-read,to-read (#327),to-read,,,,0,0
39090931,"Witches, Witch-Hunting, and Women",Silvia Federici,"Federici, Silvia",,"=""1629635685""","=""9781629635682""",0,4.13,PM Press,Paperback,120,2018,2018,,2022/12/02,to-read,to-read (#326),to-read,,,,0,0
403846,"Caliban and the Witch: Women, the Body and Primitive Accumulation",Silvia Federici,"Federici, Silvia",,"=""1570270597""","=""9781570270598""",0,4.56,Autonomedia,Paperback,288,2004,2004,,2022/12/02,to-read,to-read (#325),to-read,,,,0,0
58025857,Noi le lesbiche,"Franceschini, Giansiracusa, Gramolini, Zaltieri, Zenobi","Zenobi, Franceschini, Giansiracusa, Gramolini, Zaltieri,",,"=""8886633742""","=""9788886633741""",0,4.62,Il Dito e la Luna,Paperback,94,2021,,,2022/12/02,to-read,to-read (#324),to-read,,,,0,0
18191834,Più che amiche. Manuale di autoaiuto per donne che amano le donne.,Jennifer Quiles,"Quiles, Jennifer",,"=""887615129X""","=""9788876151293""",0,3.94,Castelvecchi,Perfect Paperback,0,,2014,,2022/12/02,to-read,to-read (#323),to-read,,,,0,0
58842731,The Lesbiana's Guide to Catholic School,Sonora Reyes,"Reyes, Sonora",,"=""006306023X""","=""9780063060234""",0,4.24,HarperCollins,Hardcover,385,2022,2022,,2022/12/02,to-read,to-read (#322),to-read,,,,0,0
59807975,Even Though I Knew the End,C.L. Polk,"Polk, C.L.",,"=""1250849454""","=""9781250849458""",0,3.81,Tordotcom,Hardcover,136,2022,2022,,2022/12/02,to-read,to-read (#321),to-read,,,,0,0
63189059,Better Than Expected,Haley Cass,"Cass, Haley",,"=""""","=""""",0,4.17,,Kindle Edition,151,2022,2022,,2022/12/02,to-read,to-read (#320),to-read,,,,0,0
17803,After Dark,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0307265838""","=""9780307265838""",0,3.74,Knopf,Hardcover,191,2007,2004,,2022/11/28,to-read,to-read (#319),to-read,,,,0,0
44774415,Mooncakes,Suzanne  Walker,"Walker, Suzanne",Wendy   Xu,"=""154930304X""","=""9781549303043""",5,3.81,Oni Press,Paperback,243,2019,2019,2022/11/23,2021/12/30,,,read,,,,1,0
29540307,Pilu of the Woods,Mai K. Nguyen,"Nguyen, Mai K.",,"=""1620105632""","=""9781620105634""",0,4.24,Oni Press,Paperback,151,2019,2019,,2022/11/23,to-read,to-read (#318),to-read,,,,0,0
54776523,The Girl from the Sea,Lee Knox Ostertag,"Ostertag, Lee Knox",,"=""1338540580""","=""9781338540581""",0,4.12,Graphix,Hardcover,256,2021,2021,,2022/11/23,to-read,to-read (#317),to-read,,,,0,0
52915426,Something to Talk About,Meryl Wilsner,"Wilsner, Meryl",,"=""0593102525""","=""9780593102527""",0,3.61,Berkley Books,Paperback,336,2020,2020,,2022/11/22,to-read,to-read (#316),to-read,,,,0,0
451044,Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America,Lillian Faderman,"Faderman, Lillian",,"=""0140171223""","=""9780140171228""",0,4.02,Penguin Books,Paperback,373,1992,1991,,2022/11/22,to-read,to-read (#315),to-read,,,,0,0
49362138,Honey Girl,Morgan  Rogers,"Rogers, Morgan",,"=""1488077509""","=""9781488077500""",0,3.65,Park Row Books,Kindle Edition,352,2021,2021,,2022/11/22,to-read,to-read (#314),to-read,,,,0,0
51179990,"Written in the Stars (Written in the Stars, #1)",Alexandria Bellefleur,"Bellefleur, Alexandria",,"=""0063000806""","=""9780063000803""",0,3.84,Avon,Paperback,370,2020,2020,,2022/11/22,to-read,to-read (#313),to-read,,,,0,0
59576064,All This Could Be Different,Sarah Thankam Mathews,"Mathews, Sarah Thankam",,"=""0593489128""","=""9780593489123""",0,3.82,Viking,Hardcover,320,2022,2022,,2022/11/22,to-read,to-read (#312),to-read,,,,0,0
60254204,"Anne: An Adaptation of Anne of Green Gables (Sort Of) (Sort Of Adaptations, #1)",Kathleen Gros,"Gros, Kathleen",,"=""0063057654""","=""9780063057654""",0,3.82,Quill Tree Books,Paperback,304,2022,2022,,2022/11/22,to-read,to-read (#311),to-read,,,,0,0
59808269,Mistakes Were Made,Meryl Wilsner,"Wilsner, Meryl",,"=""1250841003""","=""9781250841001""",0,3.92,Griffin,Paperback,352,2022,2022,,2022/11/22,to-read,to-read (#310),to-read,,,,0,0
60279775,When We Were Sisters,Fatimah Asghar,"Asghar, Fatimah",,"=""0593133463""","=""9780593133460""",0,3.92,One World,Hardcover,352,2022,2022,,2022/11/22,to-read,to-read (#309),to-read,,,,0,0
60023145,Daughters of the New Year,E.M. Tran,"Tran, E.M.",,"=""1335429239""","=""9781335429230""",0,3.48,Hanover Square Press,Hardcover,320,2022,2022,,2022/11/22,to-read,to-read (#308),to-read,,,,0,0
54303303,Girl Haven,Lilah Sturges,"Sturges, Lilah",Meaghan Carter,"=""1620108658""","=""9781620108659""",0,3.89,Oni Press,Paperback,160,2021,2021,,2022/11/22,to-read,to-read (#307),to-read,,,,0,0
36628542,Boy Underwater,Adam Baron,"Baron, Adam",,"=""0008267014""","=""9780008267018""",0,4.11,HarperCollins Children's Books,Paperback,256,2018,2018,,2022/11/22,to-read,to-read (#306),to-read,,,,0,0
57005167,The Sleepover: A Graphic Novel,Michael Regina,"Regina, Michael",,"=""0593117344""","=""9780593117347""",0,3.76,Razorbill,Hardcover,224,2021,2021,,2022/11/22,to-read,to-read (#305),to-read,,,,0,0
58437812,She Gets the Girl,Rachael Lippincott,"Lippincott, Rachael",Alyson Derrick,"=""1534493794""","=""9781534493797""",0,4.08,Simon & Schuster Books for Young Readers,Hardcover,384,2022,2022,,2022/11/22,to-read,to-read (#304),to-read,,,,0,0
41473872,"I Wish You All the Best (I Wish You All the Best, #1)",Mason Deaver,"Deaver, Mason",,"=""""","=""""",0,4.14,Push,Hardcover,329,2019,2019,,2022/11/22,to-read,to-read (#303),to-read,,,,0,0
44698834,Can You See Me?,Libby Scott,"Scott, Libby",Rebecca Westcott,"=""1407195670""","=""9781407195674""",0,4.26,Scholastic,Paperback,365,2019,2019,,2022/11/22,to-read,to-read (#302),to-read,,,,0,0
31394647,Realm of the Blue Mist (The Rema Chronicles #1),Amy   Kim,"Kim, Amy",,"=""1338115162""","=""9781338115161""",0,4.05,Scholastic/Graphix,Kindle Edition,272,2021,2022,,2022/11/22,to-read,to-read (#301),to-read,,,,0,0
58275713,"Wingbearer (Wingbearer, #1)",Marjorie M. Liu,"Liu, Marjorie M.",Teny Issakhanian,"=""0062741160""","=""9780062741165""",0,4.19,Quill Tree Books,Hardcover,208,2022,2022,,2022/11/22,to-read,to-read (#300),to-read,,,,0,0
34433024,Brave Chef Brianna #1,Sam Sykes,"Sykes, Sam",Selina Espiritu,"=""1684151090""","=""9781684151097""",0,3.95,KaBOOM!,Kindle Edition,27,2017,2017,,2022/11/22,to-read,to-read (#299),to-read,,,,0,0
41016382,"Technically, You Started It",Lana Wood Johnson,"Johnson, Lana Wood",,"=""""","=""""",0,3.54,Scholastic Press,Hardcover,384,2019,2019,,2022/11/22,to-read,to-read (#298),to-read,,,,0,0
39073387,Bloom,Kevin Panetta,"Panetta, Kevin",Savanna Ganucheau,"=""1626726418""","=""9781626726413""",0,3.90,First Second,Paperback,368,2019,2019,,2022/11/22,to-read,to-read (#297),to-read,,,,0,0
26079602,Time Travelling with a Hamster,Ross Welford,"Welford, Ross",,"=""0008156328""","=""9780008156329""",0,4.12,HarperCollins Publishers,ebook,400,2015,2015,,2022/11/22,to-read,to-read (#296),to-read,,,,0,0
39073370,Kiss Number 8,Colleen A.F. Venable,"Venable, Colleen A.F.",Ellen T. Crenshaw,"=""1250196930""","=""9781250196934""",0,3.95,First Second,Hardcover,320,2019,2019,,2022/11/22,to-read,to-read (#295),to-read,,,,0,0
34605170,El imprevisto caso del chico en la pecera,Lisa   Thompson,"Thompson, Lisa",,"=""8408169351""","=""9788408169352""",0,4.08,Destino,Paperback,240,2017,2017,,2022/11/22,to-read,to-read (#294),to-read,,,,0,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",0,3.93,Scribner,Paperback,180,1925,1925,,2022/11/21,to-read,to-read (#293),to-read,,,,0,0
54620534,Crema,Johnnie Christmas,"Christmas, Johnnie","Dante Luiz, Ryan Ferrier, Atla Hrafney","=""""","=""""",0,3.49,Johnnie Christmas,Kindle Edition,120,2020,2020,,2022/11/20,to-read,to-read (#292),to-read,,,,0,0
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",0,3.84,Saga Press,ebook,209,2019,2019,,2022/11/20,to-read,to-read (#291),to-read,,,,0,0
43568395,"Pet (Pet, #1)",Akwaeke Emezi,"Emezi, Akwaeke",,"=""0525647074""","=""9780525647072""",0,4.14,Make Me a World,Hardcover,208,2019,2019,,2022/11/20,to-read,to-read (#290),to-read,,,,0,0
39325106,"Alecto the Ninth (The Locked Tomb, #4)",Tamsyn Muir,"Muir, Tamsyn",,"=""""","=""""",0,4.39,Tor Publishing Group,Hardcover,,,,,2022/11/20,to-read,to-read (#289),to-read,,,,0,0
58662507,"Nona the Ninth (The Locked Tomb, #3)",Tamsyn Muir,"Muir, Tamsyn",,"=""1250854113""","=""9781250854117""",0,4.34,Tordotcom,Hardcover,480,2022,2022,,2022/11/20,to-read,to-read (#288),to-read,,,,0,0
39325105,"Harrow the Ninth (The Locked Tomb, #2)",Tamsyn Muir,"Muir, Tamsyn",,"=""1250313228""","=""9781250313225""",0,4.29,Tor.com,Hardcover,512,2020,2020,,2022/11/20,to-read,to-read (#287),to-read,,,,0,0
42036538,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,"Muir, Tamsyn",,"=""1250313198""","=""9781250313195""",0,4.19,Tor,Hardcover,448,2019,2019,,2022/11/20,to-read,to-read (#286),to-read,,,,0,0
