Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
42519276,The Burning Queen (Tangled in Time #2),Kathryn Lasky,"Lasky, Kathryn",,"=""0062693301""","=""9780062693303""",0,3.84,HarperCollins,Kindle Edition,322,2019,2019,,2024/08/29,to-read,to-read (#593),to-read,,,,0,0
40604799,The Portal (Tangled in Time #1),Kathryn Lasky,"Lasky, Kathryn",,"=""0062693255""","=""9780062693259""",0,3.83,HarperCollins,Hardcover,361,2019,2019,,2024/08/29,to-read,to-read (#592),to-read,,,,0,0
12977221,Il gatto,Georges Simenon,"Simenon, Georges",Marco Bevilacqua,"=""""","=""""",4,3.73,Adelphi,Paperback,165,2011,1967,2024/08/28,2024/08/09,,,read,,,,1,0
60320342,A Short History of Queer Women,Kirsty Loehr,"Loehr, Kirsty",,"=""0861542843""","=""9780861542840""",5,3.60,Oneworld Publications,Paperback,208,2022,2024,2024/08/20,2024/05/06,,,read,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.21,Bloomsbury,Hardcover,272,2020,2020,,2024/08/11,to-read,to-read (#591),to-read,,,,0,0
8512757,Il fantasma di Canterville e altri racconti,Oscar Wilde,"Wilde, Oscar","Alex R. Falzon, Jorge Luis Borges","=""8804492910""","=""9788804492917""",0,3.84,Arnoldo Mondadori,Paperback,201,2002,1887,,2020/02/21,hasta-el-2019,hasta-el-2019 (#3),hasta-el-2019,,,,0,0
18710650,Conversación en La Catedral (Primer capítulo),Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""""","=""""",0,4.38,Alfaguara,Kindle Edition,768,2013,1969,,2023/01/12,to-read,to-read (#439),to-read,,,,0,0
40536331,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""0062697250""","=""9780062697257""",5,4.25,William Morrow Paperbacks,Paperback,384,2019,1990,2024/07/30,2021/01/10,,,read,,,,1,0
601238,"The Colour of Magic (Discworld, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0552124753""","=""9780552124751""",5,3.99,Corgi,Mass Market Paperback,287,1990,1983,2024/07/16,2024/05/02,,,read,,,,1,0
28587986,Being Jazz: My Life as a (Transgender) Teen,Jazz Jennings,"Jennings, Jazz",,"=""0399554645""","=""9780399554643""",0,3.87,Crown Books for Young Readers,Hardcover,272,2016,2016,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#590), let-s-read-banned-books (#77)",to-read,,,,0,0
6323474,Beautiful,Amy Reed,"Reed, Amy",,"=""1416978305""","=""9781416978305""",0,3.66,Simon & Schuster Books for Young Readers,Hardcover,232,2009,,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#589), let-s-read-banned-books (#76)",to-read,,,,0,0
33413128,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",Neil Smith,"=""""","=""""",0,4.29,Simon & Schuster,ebook,432,2017,2016,,2024/07/09,to-read,to-read (#588),to-read,,,,0,0
28919058,Autoboyography,Christina Lauren,"Lauren, Christina",,"=""1481481681""","=""9781481481687""",0,4.10,Simon & Schuster Books for Young Readers,Hardcover,407,2017,2017,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#587), let-s-read-banned-books (#75)",to-read,,,,0,0
117997,And Tango Makes Three,Justin Richardson,"Richardson, Justin","Peter Parnell, Henry Cole","=""0689878451""","=""9780689878459""",0,4.36,Simon & Schuster Books for Young Readers,Hardcover,32,2005,2005,,2024/07/09,to-read,to-read (#586),to-read,,,,0,0
5982474,Almost Perfect,Brian Katcher,"Katcher, Brian",,"=""0385736649""","=""9780385736640""",0,3.84,Delacorte Books for Young Readers,Hardcover,368,2009,2009,,2024/07/09,to-read,to-read (#585),to-read,,,,0,0
43801602,All the Things We Do in the Dark: A Dark YA Thriller of Secrets and Scars,Saundra Mitchell,"Mitchell, Saundra",,"=""0062852590""","=""9780062852595""",0,3.51,HarperCollins,Hardcover,296,2019,2019,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#584), let-s-read-banned-books (#74)",to-read,,,,0,0
42603984,Ace of Spades,Faridah Àbíké-Íyímídé,"Àbíké-Íyímídé, Faridah",,"=""1474967531""","=""9781474967532""",0,4.13,Usborne ,Paperback,470,2021,2021,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#583), let-s-read-banned-books (#72)",to-read,,,,0,0
50659472,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575605""","=""9781635575606""",0,4.46,Bloomsbury Publishing,Paperback,699,2020,2017,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#582), let-s-read-banned-books (#71)",to-read,,,,0,0
50659471,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575621""","=""9781635575620""",0,3.71,Bloomsbury Publishing,Paperback,272,2020,2019,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#581), let-s-read-banned-books (#70)",to-read,,,,0,0
43562313,Yolk,Mary H.K.  Choi,"Choi, Mary H.K.",,"=""""","=""""",0,3.94,,Unknown Binding,400,2021,2021,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#580), let-s-read-banned-books (#69)",to-read,,,,0,0
44280832,Woke: A Young Poet's Call to Justice,Mahogany L. Browne,"Browne, Mahogany L.","Elizabeth Acevedo, Olivia Gatwood, Theodore Taylor III, Jason Reynolds","=""1250311209""","=""9781250311207""",0,4.43,Roaring Brook Press,Hardcover,56,2020,2020,,2024/07/09,to-read,to-read (#579),to-read,,,,0,0
23677341,We Are the Ants,Shaun David Hutchinson,"Hutchinson, Shaun David",,"=""148144963X""","=""9781481449632""",0,4.10,Simon Pulse,Hardcover,455,2016,2016,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#578), let-s-read-banned-books (#68)",to-read,,,,0,0
38232346,We Are Not Yet Equal: Understanding Our Racial Divide,Carol  Anderson,"Anderson, Carol","Tonya Bolden, Nic Stone","=""1547600764""","=""9781547600762""",0,4.40,Bloomsbury YA,Hardcover,270,2018,2018,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#577), let-s-read-banned-books (#67)",to-read,,,,0,0
44017627,"Wayward Son (Simon Snow, #2)",Rainbow Rowell,"Rowell, Rainbow",,"=""1250146070""","=""9781250146076""",0,3.90,Wednesday Books,Hardcover,356,2019,2019,,2024/07/09,to-read,to-read (#576),to-read,,,,0,0
54130173,Uncomfortable Conversations With a Black Man,Emmanuel Acho,"Acho, Emmanuel",,"=""1250800463""","=""9781250800466""",0,4.38,Flatiron Books: An Oprah Book,Hardcover,256,2020,2020,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#575), let-s-read-banned-books (#66)",to-read,,,,0,0
123106,Twisted,Laurie Halse Anderson,"Anderson, Laurie Halse",,"=""0670061018""","=""9780670061013""",0,3.82,Viking Books for Young Readers,Hardcover,250,2007,2007,,2024/07/09,to-read,to-read (#574),to-read,,,,0,0
301023,"ttyl (Internet Girls, #1)",Lauren Myracle,"Myracle, Lauren",,"=""0810987880""","=""9780810987883""",0,3.45,Amulet Books,Paperback,209,2005,2004,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#573), let-s-read-banned-books (#65)",to-read,,,,0,0
10843755,Triangles,Ellen Hopkins,"Hopkins, Ellen",,"=""1451626339""","=""9781451626339""",0,3.95,Atria Books,Hardcover,529,2011,2011,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#572), let-s-read-banned-books (#64)",to-read,,,,0,0
76714487,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731040""","=""9781639731046""",0,4.28,Bloomsbury Publishing,Hardcover,688,2023,2017,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#571), let-s-read-banned-books (#63)",to-read,,,,0,0
29844228,Thirteen Reasons Why,Jay Asher,"Asher, Jay",,"=""1595147888""","=""9781595147882""",0,3.84,Razorbill,Hardcover,352,2016,2007,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#570), let-s-read-banned-books (#62)",to-read,,,,0,0
30312837,The You I've Never Known,Ellen Hopkins,"Hopkins, Ellen",,"=""1481442902""","=""9781481442909""",0,3.94,Margaret K. McElderry Books,Hardcover,608,2017,2017,,2024/07/09,to-read,to-read (#569),to-read,,,,0,0
30653853,"The Upside of Unrequited (Simonverse, #2)",Becky Albertalli,"Albertalli, Becky",,"=""0062348701""","=""9780062348708""",0,3.88,HarperCollins,Hardcover,336,2017,2017,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#568), let-s-read-banned-books (#61)",to-read,,,,0,0
34506912,The Prince and the Dressmaker,Jen Wang,"Wang, Jen",,"=""162672363X""","=""9781626723634""",0,4.33,First Second,Paperback,277,2018,2018,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#567), let-s-read-banned-books (#60)",to-read,,,,0,0
34460349,"The Midnight Lie (Forgotten Gods, #1)",Marie Rutkoski,"Rutkoski, Marie",,"=""0374306389""","=""9780374306380""",0,3.93,"Farrar, Straus and Giroux (BYR)",Hardcover,358,2020,2020,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#566), let-s-read-banned-books (#59)",to-read,,,,0,0
26095121,The Haters,Jesse Andrews,"Andrews, Jesse",,"=""1613129483""","=""9781613129487""",0,3.41,Amulet Books,Kindle Edition,352,2016,2016,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#565), let-s-read-banned-books (#58)",to-read,,,,0,0
464260,The Fire Next Time,James Baldwin,"Baldwin, James",,"=""067974472X""","=""9780679744726""",0,4.55,Vintage,Paperback,106,1992,1963,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#564), let-s-read-banned-books (#57)",to-read,,,,0,0
22571247,The Carnival at Bray,Jessie Ann Foley,"Foley, Jessie Ann",,"=""0989515591""","=""9780989515597""",0,3.90,Elephant Rock Books,Paperback,235,2014,2014,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#563), let-s-read-banned-books (#56)",to-read,,,,0,0
41020406,The Black Flamingo,Dean Atta,"Atta, Dean",,"=""144494858X""","=""9781444948585""",0,4.33,Hodder Children's Books,Hardcover,360,2019,2019,,2024/07/09,to-read,to-read (#562),to-read,,,,0,0
3153910,The Art of Racing in the Rain,Garth Stein,"Stein, Garth",,"=""1554681723""","=""9781554681723""",0,4.23,Harper Collins,Hardcover,336,2008,2008,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#561), let-s-read-banned-books (#55)",to-read,,,,0,0
500827,Stained,Jennifer Richard Jacobson,"Jacobson, Jennifer Richard",,"=""1416913378""","=""9781416913375""",0,3.23,Atheneum,Paperback,208,2006,2005,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#560), let-s-read-banned-books (#54)",to-read,,,,0,0
26309873,"Someday (Every Day, #3)",David Levithan,"Levithan, David",,"=""0525636595""","=""9780525636595""",0,3.64,Alfred A. Knopf ,Paperback,391,2018,2018,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#559), let-s-read-banned-books (#53)",to-read,,,,0,0
8928054,Shine,Lauren Myracle,"Myracle, Lauren",,"=""0810984172""","=""9780810984172""",0,3.82,Amulet Books,Hardcover,350,2011,2011,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#558), let-s-read-banned-books (#52)",to-read,,,,0,0
7531478,Scars,Cheryl Rainfield,"Rainfield, Cheryl",,"=""193481332X""","=""9781934813324""",0,4.15,Westside Books,Hardcover,248,2010,2010,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#557), let-s-read-banned-books (#51)",to-read,,,,0,0
20726924,Rumble,Ellen Hopkins,"Hopkins, Ellen",,"=""1442482842""","=""9781442482845""",0,4.05,Margaret K. McElderry Books,Hardcover,550,2014,2014,,2024/07/09,to-read,to-read (#556),to-read,,,,0,0
19452,"Ready or Not (All-American Girl, #2)",Meg Cabot,"Cabot, Meg",,"=""0060724501""","=""9780060724504""",0,3.42,HarperTeen,Hardcover,256,2005,2005,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#555), let-s-read-banned-books (#50)",to-read,,,,0,0
31449227,Ramona Blue,Julie   Murphy,"Murphy, Julie",,"=""0062418351""","=""9780062418357""",0,3.90,Storytide,Hardcover,408,2017,2017,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#554), let-s-read-banned-books (#49)",to-read,,,,0,0
168472640,"Novels for Students Vol 6: Presenting Analysis, Context and Criticism on Commonly Studied Novels (Novels for Students) Hardcover June 4, 1999",Marie Rose Napierkowski,"Napierkowski, Marie Rose",,"=""""","=""""",0,3.00,"gale (june 4, 1999)",Unknown Binding,0,,,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#553), let-s-read-banned-books (#48)",to-read,,,,0,0
35068524,Not That Bad: Dispatches from Rape Culture,Roxane Gay,"Gay, Roxane","Aubrey Hirsch, Jill Christman, Claire Schwartz, Lynn Melnick, Brandon  Taylor, Emma Smith-Stevens, A.J. McKenna, Lisa Mecham, Vanessa Mártir, Ally Sheedy, xTx, So Mayer, Nora Salem, Lyz Lenz, Amy Jo Burns, V.L. Seek, Michelle Chen, Gabrielle Union, Liz Rosema, Anthony Frame, Samhita Mukhopadhyay, Miriam Zoila Pérez, Zoë Medeiros, Sharisse Tracey, Stacey May Fowles, Elisabeth Fairfield Stokes, Meredith Talusan, Nicole Boyce, Elissa Bassist","=""0062413503""","=""9780062413505""",0,4.43,Harper Perennial,ebook,368,2018,2018,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#552), let-s-read-banned-books (#47)",to-read,,,,0,0
36105772,Neanderthal Opens the Door to the Universe,Preston Norton,"Norton, Preston",,"=""1484790626""","=""9781484790625""",0,4.23,Disney-Hyperion,Hardcover,410,2018,2018,,2024/07/09,to-read,to-read (#551),to-read,,,,0,0
12700353,Me and Earl and the Dying Girl,Jesse Andrews,"Andrews, Jesse",,"=""1419701762""","=""9781419701764""",0,3.51,Harry N. Abrams,Hardcover,295,2012,2012,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#550), let-s-read-banned-books (#46)",to-read,,,,0,0
23492711,"Love Lies Beneath (Love Lies Beneath, #1)",Ellen Hopkins,"Hopkins, Ellen",,"=""1476743657""","=""9781476743653""",0,3.57,Atria Books,Hardcover,303,2015,2015,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#549), let-s-read-banned-books (#45)",to-read,,,,0,0
99561,Looking for Alaska,John Green,"Green, John",,"=""1435249151""","=""9781435249158""",0,3.96,Speak,Paperback,221,2006,2005,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#548), let-s-read-banned-books (#44)",to-read,,,,0,0
42642157,Light It Up,Kekla Magoon,"Magoon, Kekla",,"=""1250128897""","=""9781250128898""",0,4.15,Henry Holt and Co. (BYR),Hardcover,368,2019,2019,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#547), let-s-read-banned-books (#43)",to-read,,,,0,0
40864841,Laura Dean Keeps Breaking Up with Me,Mariko Tamaki,"Tamaki, Mariko",Rosemary Valero-O'Connell,"=""1250312841""","=""9781250312846""",0,3.84,First Second,Hardcover,289,2019,2019,,2024/07/09,to-read,to-read (#546),to-read,,,,0,0
28648863,Juliet Takes a Breath,Gabby Rivera,"Rivera, Gabby",,"=""1626012504""","=""9781626012509""",0,4.15,Riverdale Avenue Books,Kindle Edition,276,2016,2016,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#545), let-s-read-banned-books (#42)",to-read,,,,0,0
26532714,Julián Is a Mermaid,Jessica     Love,"Love, Jessica",,"=""0763690457""","=""9780763690458""",0,4.50,Candlewick,Hardcover,80,2018,2018,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#544), let-s-read-banned-books (#41)",to-read,,,,0,0
900499,"Is He a Girl? (Marvin Redpost, #3)",Louis Sachar,"Sachar, Louis",Adam Record,"=""0679819487""","=""9780679819486""",0,3.67,Random House,Paperback,78,1993,1993,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#543), let-s-read-banned-books (#40)",to-read,,,,0,0
29010395,I Am Not Your Perfect Mexican Daughter,Erika L. Sánchez,"Sánchez, Erika L.",,"=""1524700487""","=""9781524700485""",0,4.00,Knopf Books for Young Readers,Hardcover,344,2017,2017,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#542), let-s-read-banned-books (#39)",to-read,,,,0,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#541), let-s-read-banned-books (#38)",to-read,,,,0,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,4.34,Knopf,Hardcover,435,2006,2006,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#540), let-s-read-banned-books (#37)",to-read,,,,0,0
49397758,Grown,Tiffany D. Jackson,"Jackson, Tiffany D.",,"=""0062840355""","=""9780062840356""",0,4.24,Quill Tree Books,Hardcover,384,2020,2020,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#539), let-s-read-banned-books (#36)",to-read,,,,0,0
20702546,"Gabi, a Girl in Pieces",Isabel Quintero,"Quintero, Isabel",,"=""1935955950""","=""9781935955955""",0,3.95,Cinco Puntos Press,Paperback,284,2014,2014,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#538), let-s-read-banned-books (#35)",to-read,,,,0,0
42595554,Foul Is Fair,Hannah Capin,"Capin, Hannah",,"=""1250239540""","=""9781250239549""",0,3.70,Wednesday Books,Hardcover,336,2020,2020,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#537), let-s-read-banned-books (#34)",to-read,,,,0,0
16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,"=""""","=""""",0,3.94,St. Martin's Griffin,ebook,483,2013,2013,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#536), let-s-read-banned-books (#33)",to-read,,,,0,0
7171876,"Fallout (Crank, #3)",Ellen Hopkins,"Hopkins, Ellen",,"=""1416950095""","=""9781416950097""",0,4.25,Margaret K. McElderry Books,Hardcover,665,2010,2010,,2024/07/09,to-read,to-read (#535),to-read,,,,0,0
3657138,"Fade (Wake, #2)",Lisa McMann,"McMann, Lisa",,"=""1416953582""","=""9781416953586""",0,3.91,Simon & Schuster Books for Young Readers,Hardcover,248,2009,2009,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#534), let-s-read-banned-books (#32)",to-read,,,,0,0
44012880,"Fable (The World of the Narrows, #1)",Adrienne Young,"Young, Adrienne",,"=""""","=""""",0,4.00,Wednesday Books,Hardcover,357,2020,2020,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#533), let-s-read-banned-books (#31)",to-read,,,,0,0
8635145,"Embrace (The Violet Eden Chapters, #1)",Jessica Shirvington,"Shirvington, Jessica",,"=""0734411847""","=""9780734411846""",0,4.00,Hachette Australia,Paperback,382,2010,2010,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#532), let-s-read-banned-books (#30)",to-read,,,,0,0
24974996,"Dear Martin (Dear Martin, #1)",Nic Stone,"Stone, Nic",,"=""""","=""""",0,4.33,Crown Books for Young Readers,Hardcover,224,2017,2017,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#531), let-s-read-banned-books (#29)",to-read,,,,0,0
18335634,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1406321346""","=""9781406321340""",0,4.55,Walker Books Ltd,Paperback,567,2013,2013,,2024/07/09,to-read,to-read (#530),to-read,,,,0,0
51401773,Breathless,Jennifer Niven,"Niven, Jennifer",,"=""1524701963""","=""9781524701963""",0,3.76,Knopf Books for Young Readers,Hardcover,414,2020,2020,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#529), let-s-read-banned-books (#28)",to-read,,,,0,0
733111,Boy Toy,Barry Lyga,"Lyga, Barry",,"=""0618723935""","=""9780618723935""",0,3.99,Houghton Mifflin Company,Hardcover,410,2007,2007,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#528), let-s-read-banned-books (#27)",to-read,,,,0,0
13069935,Ask the Passengers,A.S. King,"King, A.S.",,"=""0316194689""","=""9780316194686""",0,3.84,"Little, Brown BFYR",Hardcover,304,2012,2012,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#527), let-s-read-banned-books (#26)",to-read,,,,0,0
402013,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",Louise Rennison,"Rennison, Louise",,"=""0060288140""","=""9780060288143""",0,3.76,HarperTeen,Hardcover,247,2000,1999,,2024/07/09,to-read,to-read (#525),to-read,,,,0,0
552770,Alt Ed,Catherine Atkins,"Atkins, Catherine",,"=""0142402354""","=""9780142402351""",0,3.65,Speak,Mass Market Paperback,208,2004,2003,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#524), let-s-read-banned-books (#24)",to-read,,,,0,0
30037870,Allegedly,Tiffany D. Jackson,"Jackson, Tiffany D.",,"=""0062422642""","=""9780062422644""",0,4.02,Quill Tree Books,Hardcover,390,2017,2017,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#523), let-s-read-banned-books (#23)",to-read,,,,0,0
18460392,All the Bright Places,Jennifer Niven,"Niven, Jennifer",,"=""0385755880""","=""9780385755887""",0,4.11,Knopf,Hardcover,388,2015,2015,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#522), let-s-read-banned-books (#22)",to-read,,,,0,0
18615267,This Day in June,Gayle E. Pitman,"Pitman, Gayle E.",Kristyna Litten,"=""143381658X""","=""9781433816581""",0,4.17,Magination Press ― American Psychological Association,Hardcover,40,2014,2013,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#521), let-s-read-banned-books (#21)",to-read,,,,0,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",0,4.36,Riverhead Books,Paperback,371,2004,2003,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#520), let-s-read-banned-books (#20)",to-read,,,,0,0
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,4.13,Plume,Paperback,216,2005,1970,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#519), let-s-read-banned-books (#19)",to-read,,,,0,0
24612624,Melissa (previously published as GEORGE),Alex  Gino,"Gino, Alex",,"=""0545812542""","=""9780545812542""",0,4.09,Scholastic Press,Hardcover,208,2015,2015,,2024/07/09,to-read,to-read (#518),to-read,,,,0,0
35489159,Lawn Boy,Jonathan Evison,"Evison, Jonathan",,"=""1616202629""","=""9781616202620""",0,3.83,Algonquin Books,Hardcover,312,2018,2018,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#517), let-s-read-banned-books (#18)",to-read,,,,0,0
510632,Killing Mr. Griffin,Lois Duncan,"Duncan, Lois",,"=""""","=""""",0,3.62,Laurel Leaf,Mass Market Paperback,223,1990,1978,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#516), let-s-read-banned-books (#17)",to-read,,,,0,0
222507,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health (The Family Library)",Robie H. Harris,"Harris, Robie H.",Michael Emberley,"=""0763624330""","=""9780763624330""",0,4.23,Candlewick,Paperback,96,2004,1994,,2024/07/09,to-read,to-read (#515),to-read,,,,0,0
40864913,It Feels Good to Be Yourself: A Book About Gender Identity,Theresa Thorn,"Thorn, Theresa",Noah Grigni,"=""1250302951""","=""9781250302953""",0,4.26,Henry Holt and Co. (BYR),Hardcover,40,2019,2019,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#514), let-s-read-banned-books (#16)",to-read,,,,0,0
58925325,Different Kinds of Fruit,Kyle Lukoff,"Lukoff, Kyle",,"=""0593111184""","=""9780593111185""",0,4.08,Penguin Random House,Hardcover,313,2022,2022,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#513), let-s-read-banned-books (#15)",to-read,,,,0,0
39319227,A Day in the Life of Marlon Bundo,Jill Twiss,"Twiss, Jill",E.G. Keller,"=""1452173966""","=""9781452173962""",0,4.64,Chronicle Books LLC,Kindle Edition,35,2018,2018,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#512), let-s-read-banned-books (#14)",to-read,,,,0,0
29401474,What Girls Are Made Of,Elana K. Arnold,"Arnold, Elana K.",,"=""""","=""""",0,3.78,Carolrhoda,Hardcover,200,2017,2017,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#511), let-s-read-banned-books (#13)",to-read,,,,0,0
43641,Water for Elephants,Sara Gruen,"Gruen, Sara",,"=""1565125606""","=""9781565125605""",0,4.11,Algonquin Books,Paperback,368,2007,2006,,2024/07/09,to-read,to-read (#510),to-read,,,,0,0
5510384,"Tricks (Tricks, #1)",Ellen Hopkins,"Hopkins, Ellen",,"=""1416950079""","=""9781416950073""",0,4.27,Margaret K. McElderry Books,Hardcover,627,2009,2009,,2024/07/09,to-read,to-read (#509),to-read,,,,0,0
11133791,Tilt,Ellen Hopkins,"Hopkins, Ellen",,"=""1416983309""","=""9781416983309""",0,4.19,Margaret K. McElderry Books,Hardcover,608,2012,2012,,2024/07/09,to-read,to-read (#508),to-read,,,,0,0
201114,Sold,Patricia McCormick,"McCormick, Patricia",,"=""0786851716""","=""9780786851713""",0,4.24,"Little, Brown Books for Young Readers",Hardcover,268,2006,2006,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#507), let-s-read-banned-books (#12)",to-read,,,,0,0
35068534,Monday's Not Coming,Tiffany D. Jackson,"Jackson, Tiffany D.",,"=""0062422693""","=""9780062422699""",0,4.26,Katherine Tegen Books,ebook,448,2018,2018,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#506), let-s-read-banned-books (#11)",to-read,,,,0,0
33098361,I Never,Laura Hopper,"Hopper, Laura",,"=""""","=""""",0,3.26,HMH Books for Young Readers,Hardcover,288,2017,2017,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#505), let-s-read-banned-books (#10)",to-read,,,,0,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",0,4.45,Bloomsbury Publishing,Hardcover,803,2020,2020,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#504), let-s-read-banned-books (#9)",to-read,,,,0,0
76713323,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731024""","=""9781639731022""",0,4.63,Bloomsbury Publishing,Hardcover,733,2023,2016,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#503), let-s-read-banned-books (#8)",to-read,,,,0,0
270730,"Crank (Crank, #1)",Ellen Hopkins,"Hopkins, Ellen",,"=""0689865198""","=""9780689865190""",0,4.16,Margaret K. McElderry Books,Paperback,537,2004,2004,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#502), let-s-read-banned-books (#7)",to-read,,,,0,0
50659468,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575583""","=""9781635575583""",0,4.63,Bloomsbury Publishing,Paperback,626,2020,2016,,2024/07/09,"to-read, let-s-read-banned-books","to-read (#501), let-s-read-banned-books (#6)",to-read,,,,0,0
